Autores,Asesores,Título,Resumen,Año,Institución,Grado
"['Galarreta Velarde, Anibal Antonio', 'Ishara Nakasone, Luis Alberto', 'Llanca Morales, Huber Zosimo', 'Rivera Valerio, Walter William']","['Santana Ormeño, Martín']",Principales factores del desarrollo de la industria fintech para un país emergente en Latinoamérica,"En los últimos años, la industria fintech presenta un importante desarrollo en las regiones Norteamérica, Europa y Asia, en contraposición al menor crecimiento encontrado en Latinoamérica. El presente trabajo de investigación tiene como objetivo diseñar y medir un modelo de factores que contribuyan al desarrollo de la industria fintech en un país emergente de la región latinoamericana. Para ello, se recolectan percepciones del juicio experto respecto a los factores propuestos en el modelo de investigación. Los expertos pertenecen a los sectores fintech, entidades financieras, asociaciones, reguladores y académico en el caso peruano. El instrumento de medición lo constituye una encuesta en línea que recoge datos cuantitativos tipo escala de Likert, con valores de 1 a 7. La medición determina que los factores del modelo tienen una valoración más cercana a la denominada totalmente de acuerdo, aunque algunos factores son mejor valorados que otros. Además, se encuentra que no existen diferencias significativas en las valoraciones por sector. El estudio concluye que el modelo de factores propuesto es aceptado por el juicio experto. Los factores por orden de valoración son Características del mercado financiero, Infraestructura tecnológica, Características de las fintech, Asociaciones y fomento, Condiciones del sistema financiero y Regulación de la industria.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Cotrina Ramos, José Carlos', 'Zegarra Rivas, Jorge Martín', 'Dávalos Castillo, Roberto César', 'Villalta Riega, Rosario Del Pilar']","['Cuervo Guzmán, Sergio']",Plan de negocio para el servicio de una plataforma tecnológica que facilite el control del proceso de gestación de mujeres,"Presentamos el plan de negocio para “eMommy”, empresa que otorga el servicio de monitoreo y control automático del proceso de gestación de las mujeres, a través de una app y con el uso intensivo de wearables que, busca identificar en forma oportuna señales de riesgo en la salud de la madre y el bebé a través de una medición pre programada de tres signos vitales para la madre (Frecuencia cardiaca, temperatura, presión arterial) y el nivel de contracciones uterinas para el bebé. El alcance del trabajo es Lima metropolitana y la propuesta de plan de negocio es para la puesta en marcha de la empresa, y sus primeros años de funcionamiento. La presente tesis presenta el análisis contextual, estudio de mercado y propuesta de modelo de negocio, considerando un plan estratégico, plan de operaciones, plan de recursos humanos, plan de marketing, plan legal y plan de tecnologías de información para la empresa; además en cada uno de los planes se incluyen gastos de implementación que son consolidados en el plan financiero donde se proyectan ingresos con cifras validadas a través de entrevistas a expertos, y encuestas en campo. El modelo de negocio considera las leyes y regulaciones establecidas por el estado peruano incluyendo la regulación de protección al consumidor, y seguridad de datos personales.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Anaya Melgarejo, David Fraccedes', 'Ancajima Rojas, Robert Georgino', 'Corzano Correa, Ivan', 'Enciso Roca, Jhon Michell']","['Santana Ormeño, Martín']",Plan de negocios del sistema de recarga virtual de tarjetas para el servicio de transporte urbano de Lima,"El sistema de recarga virtual de tarjetas electrónicas para el Grupo Express del Perú, Línea 1 y Metropolitano de Lima, denominado eBusTicket, es un servicio diseñado para satisfacer las necesidades reales de los usuarios (pasajeros) y clientes (empresas de transporte urbano). Los requerimientos de seguridad, adaptabilidad y facilidad de uso del pasajero son satisfechos a través de una solución web/móvil robusto y de calidad. Por el lado de las empresas de transporte, se les ofrece una plataforma tecnológica que les brindará sustanciales beneficios, por ejemplo, de eficiencia operativa y reducción de costos. Los pasajeros tendrán la facilidad de realizar sus recargas en cualquier momento y desde cualquier lugar que deseen a través del website o aplicativo móvil, y haciendo uso de su tarjeta de crédito o débito, así como su tarjeta electrónica del transporte a recargar y en menos de un minuto ya tendrá su tarjeta recargada para poder realizar su viaje. Nuestro compromiso está en mantener una satisfacción del pasajero superior al 70% con el servicio ofrecido, por lo que siempre estaremos brindando soporte a cualquier inconveniente que nos comuniquen a través de cualquier canal de contacto (redes sociales), así como también en las encuestas realizadas dentro de eBusTicket.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Carrasco Aponte, Lenin Andrés', 'Fernández Sánchez, Victoria Milagros', 'Rojas Farro, Luis Enrique']","['Moarri Nohra, Richard']",Plan de negocios para la implementación de un gimnasio inteligente que brinde un análisis predictivo acerca del desempeño físico a través del registro automático mediante internet of things,"Actualmente la tecnología está presente en todos los aspectos de la vida cotidiana y ha transformado la manera en que las personas perciben e interactúan con el mundo que los rodea. Entre las tecnologías modernas, se tiene el Internet of Things (IoT), la cual permite conectar a la red y añadir funcionalidades informáticas a casi cualquier objeto de uso cotidiano, permitiendo llevar registro de todas las interacciones con dichos objetos, generando una data histórica que hace posible el análisis de la actividad mediante reportes y estadísticas de uso. El principal objetivo del presente trabajo es aprovechar la aplicación de la tecnología IoT a una industria con alta demanda en la actualidad, que es la de los gimnasios. Se añadirá valor a los servicios ofrecidos por un gimnasio tradicional, incluyendo componentes IoT que registren automáticamente las actividades del cliente en el gimnasio, para luego aplicar análisis predictivo sobre estos datos y brindar información que permita al cliente mejorar los resultados obtenidos en sus entrenamientos. Este grado de personalización y monitoreo, puede motivar al usuario a tratar de mejorar su desempeño físico en el gimnasio, según estudios previos consultados.",2019,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['García Rivas, Carlos Javier', 'López Argote, Frank John', 'Polanco Ramos, Víctor Alexis', 'Silva Tejeda, Jimmy Arturo']","['Morris Abarca, Eddy']",Propuesta de innovación tecnológica para el tráfico de vehículos importados en APM Terminals Callao S.A.,"El presente trabajo de investigación tiene como objetivo principal proponer la innovación tecnológica para la descarga, ubicación y distribución de los vehículos en APM Terminals Callao S. A. Los objetivos específicos trazados son tres: (1) plantear el desarrollo de mecanismos mediante la innovación tecnológica para mejorar la descarga de vehículos importados; (2) sugerir una nueva forma que permita a APM Terminals Callao S. A. optimizar el uso del espacio en las zonas de Depósito Temporal mediante el uso de tecnología; y (3) proponer un modelo basado en tecnologías para la optimización del tráfico de vehículos importados. Con la aplicación de la innovación tecnológica en los procesos de tráfico de descargar de vehículos importados se ha determinado el ahorro de un turno en la descarga y el 9% en la reducción en los gastos que conllevan esta actividad.",2015,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Chonón Mujica, Edwin Paúl', 'Moreno Llacza, Rodolfo Anibal', 'Rodríguez Romero, Roger Sandro']","['Arbaiza Fermini, Lydia Aurora']",Plan de negocio para la creación de un mercado virtual orientado a proyectos de construcción de viviendas,"Plan de negocio para la creación de un mercado virtual orientado a proyectos de construcción de viviendas cuya propuesta de valor es la creación de un ecosistema que permita al propietario encontrar fácilmente varios postores y al constructor muchos potenciales clientes. Los constructores compran las bases de un proyecto y participan como postores de una obra. El propietario elegirá al constructor que más se ajuste a sus necesidades basado no solo en el precio ofertado sino también en la experiencia del postor. Para un periodo de evaluación de 5 años y con una penetración del mercado del 5% se obtiene un VAN y un TIR de $ 176,881 y 59% respectivamente. Se implementará en un portal web y apps.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Félix Núñez, José Isrrael', 'Mendoza Parillo, John Bruno', 'Muñante Rojas, Daniel Andrés', 'Quenta Silva, José Alejandro', 'Quispe Yanarico, Harol']","['Moarri Nohra, Richard']",Modelo de gobierno de datos para una entidad tributaria peruana,"El objetivo de esta tesis es determinar un modelo de gobierno de datos para la administración tributaria peruana, la importancia percibida sobre su relación con la calidad de datos y el valor. La necesidad de un modelo se da en un contexto en que las administraciones tributarias están utilizando técnicas analíticas avanzadas para mejorar el cumplimiento tributario, y se hace necesario ver sus datos como activos organizacionales. Un modelo de gobierno de datos permitirá identificar brechas, proponer acciones para su implementación. Se revisan los conceptos teóricos, se exploran modelos propuestos por diferentes autores e instituciones, se obtiene un modelo de gobierno de datos con los elementos derivados de la revisión bibliográfica. Se realiza el análisis contextual sobre otras entidades de gobierno en el mundo, sobre los hallazgos de una encuesta realizada en 55 países por el FTA de la OECD, y los planes estratégicos de administraciones tributarias de Argentina, Chile y Bolivia determinando las tendencias y modelo. Se analiza el ecosistema tributario en Perú, el plan estratégico de la entidad tributaria identificando la relación con los elementos del modelo, esto permite determinar el modelo de gobierno de datos propuesto para la entidad tributaria peruana que incluye propuestas detalladas de implementación.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Benavides Valentín, Enzo Julio', 'Coronado Caycho, Joel Andrés', 'Mendoza Benza, César Enrique', 'Paz Rodríguez, Almendra Cecilia', 'Tofenio Ñahui, Juan Carlos']","['Moarri Nohra, Richard']",Diseño de una solución integral para el proceso de subsidio de incapacidad temporal de trabajo utilizando la tecnología Blockchain,"En la presente tesis se realizó la propuesta de un nuevo modelo de proceso para la Gestión del Subsidio de Incapacidad Temporal utilizando la tecnología Blockchain, de esta forma se busca convertir el certificado médico en un activo digital que esté almacenado en una base de datos única, segura y distribuida entre todos los actores del proceso, sin diferencias entre los certificados emitidos por médicos de EsSalud y médicos particulares; y en donde, la persona (el asegurado) tenga el gobierno sobre su información, pudiendo compartir la misma con su empleador en caso sea necesario y gozando de una atención del desembolso del subsidio oportuno. Esta propuesta beneficia también a las entidades empleadores quienes tendrán una fuente confiable de descansos médicos legítimos así como un control transparente de los días que le corresponden subsidiar o solicitar reembolso a EsSalud. Por último, adicional a la descripción técnica y funcional de la propuesta, se analiza la viabilidad financiera de la misma, de esta forma se compara los gastos incurridos en el proceso actual con los que se tendrían con la implementación de una blockchain y su costo de mantenimiento, siendo los resultados favorables para la propuesta planteada.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Arbañil García, Henry Jesús', 'Barrientos Ynfante, Marco Antonio', 'Maguiña Figueroa, Sheila Ivone', 'Murrugarra Velásquez, Julio César']","['Morris Abarca, Eddy']",Innovación del modelo de negocio para mejorar la experiencia de compra de los clientes de un supermercado,"En el escenario retail actual de Perú donde el consumidor no guarda lealtad a las marcas retail y busca potenciar su dinero con precios bajos, es necesario para las tiendas retail conocer mejor al cliente e innovar con apoyo de tecnología disponible actual. Para tal fin, ésta tesis revisa el marco teórico, explora el marco contextual, realiza benchmarking con tiendas retail en el mundo para entender la situación actual de la experiencia del cliente. Posteriormente se lleva a cabo entrevista a expertos y público general para formular conclusiones y recomendaciones que apoyen la situación propuesta de la tesis. En tal sentido, la solución planteada busca mejorar la experiencia de compra del cliente en tiendas Tottus usando herramientas tecnológicas tales como Geolocalización para conocer la ubicación exacta de productos en tienda, Big Data para personalizar la compra, IOT para gestionar la información, código de barras para el seguimiento de los productos, QR para el control de pagos, aplicación móvil como plataforma TI, beacons para el envío de promociones personalizadas, para convertir la tienda Tottus en Smart Retail.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Astete Chávez, Carla Irene', 'Beraún Barrantes, Juan Carlos', 'Lino Rosales, Yessy Katherine', 'Peña Carbajal, Jessica Silvana', 'Valencia Torrez, Juan Diego']","['Robles Flores, José Antonio']",Plan de negocio para la implementación de una red digital de finanzas colaborativas en Perú,"Actualmente en el Perú existen diversos préstamos que ofrecen las entidades del sistema financiero, teniendo como principal problema que no todos los clientes concretan la solicitud de estos préstamos porque las condiciones como el monto, tasas y cuotas no cumplen con las expectativas del cliente. A raíz de esta problemática, aparecieron en el Perú y el mundo alternativas financieras conocidas como fintech, estas ofrecen préstamos en línea, que mediante la aplicación de la tecnología se adaptan mejor a las necesidades del cliente al brindarle rapidez y comodidad en el proceso de préstamo, lo cual mejora la experiencia del cliente. Sin embargo la mayoría de las fintech en el Perú financian los préstamos otorgados, por lo tanto no son tan flexibles en las condiciones de préstamo que el cliente necesita. La propuesta de negocio de la presente tesis busca satisfacer las expectativas de préstamos de cada cliente mediante la negociación. Existen dos tipos de clientes el prestatario; podrá solicitar un préstamo acuerdo a sus propias condiciones; y el prestamista; otorgará el préstamo previo a una evaluación del prestatario y de la rentabilidad. Las condiciones de préstamo por ambas partes serán negociables con la finalidad de cumplir las expectativas de ambos clientes.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Gaitán Layza, Francisco Exequiel', 'Mayorga Farfán, Washington', 'Onofre Enero, Oscar', 'Reynoso Manrique, Emanuel Moisés', 'Soto Reyes, Jesús Pepe']","['Arbaiza Fermini, Lydia Aurora']",Propuesta de un modelo de aplicación de IoT y telemetría en los procesos de servicios de taller para empresas concesionarias automotrices,"El objetivo de esta tesis es proponer un modelo de aplicación de las tecnologías IoT y Telemetría para los principales procesos de servicio de taller en las empresas concesionarias automotrices del Perú con la finalidad de generar una ventaja competitiva frente a sus competidores. La solución tecnológica del modelo se compone de un sistema de diagnóstico a bordo OBD-II, dispositivos IoT, aplicaciones de recepción y transmisión de datos, aplicaciones funcionales y de analítica de datos. El modelo propuesto es aplicable a los procesos críticos del servicio de taller y considera las siguientes fases: elaborar la definición de una arquitectura de hardware y software, la gestión del proyecto y la estrategia de implementación. Para efectos de la investigación se consideró realizar el análisis estratégico y análisis de procesos de una empresa peruana con más de 15 años de experiencia en el mercado automotor dedicada a la venta y postventa de automóviles y vehículos comerciales. Como resultado de dicho análisis se determinó que el modelo es aplicable a los procesos de reserva de citas, la recepción del vehículo, el abastecimiento y la venta de repuestos, generando beneficios para dicha empresa, tanto a nivel de un incremento en la satisfacción de sus usuarios, como económicos por la venta de repuestos obsoletos a través de campañas personalizadas y la optimización de la compra de repuestos.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Bustamante Sotero, Ricky Miguel', 'Galván Angulo, Dante', 'García Vilchez, Juan Franz', 'Ojeda Sansur, Enrique', 'Toro Cerna, José Ricardo']","['Velásquez Salazar, Germán']",Plan de negocios para la creación de una plataforma virtual colaborativa de estacionamientos,"Se ha establecido la realización de encuestas para profundizar en el análisis del mercado que se desea conocer. Este método de investigación nos permite conocer de primera mano las opiniones y preferencias de los potenciales usuarios para una herramienta novedosa en el mercado. Gracias a la Internet los costos de realizar una encuesta prácticamente han desaparecido y que al ser desarrollado en la intimidad de su smartphone de manera privada el nivel de veracidad es alto. El estudio de mercado muestra un alto interés por parte de los conductores de hacer sus reservaciones de estacionamientos a través de un aplicativo móvil, como es la solución que estamos planteando en este plan de negocio, hecho similar ocurre con aquellos propietarios que tienen un estacionamiento. El modelo de negocio sustentado es una solución tecnológica y económicamente viable, que emerge como resultado de la búsqueda de una gestión eficiente a la problemática del tráfico y la falta de espacios de aparcamiento en las grandes urbes y, que mediante este modelo de negocio se pretende resolver.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Pizarro Ruiz, Pedro Christian Julian', 'Rodríguez Macavilca, Daniel Martín', 'Rodríguez Quispe, Lenny Antonio', 'Tong Vicente, Héctor Omar', 'Villegas Antonio, Carlos Alberto']","['Santana Ormeño, Martín']",Plan de negocios para una empresa que brinda soluciones tecnológicas con realidad aumentada para publicidad de productos y servicios,"El presente trabajo propone un plan de negocios para una empresa que brindará soluciones tecnológicas con realidad aumentada (RA) para la publicidad de productos y servicios a empresas cuyas oficinas se encuentran en Lima. Se estudió la forma de como las empresas realizan la publicidad, tercerizada o no, satisfacción, la aplicación de la RA en los anuncios, nivel de aceptación y periodicidad en caso se decida adquirir el servicio con la nueva herramienta. Se elaboró el modelo de negocio y la propuesta de valor con la herramienta Lean Canvas. Para conocer el nivel de competitividad en el sector y formular la estrategia empresarial adecuada, se realizó el análisis externo y se identificaron las oportunidades y amenazas para la naciente empresa. Se planteó la estrategia comercial para difundir la empresa, los servicios por los canales adecuados y el precio. El plan organizacional y de operaciones con el que se dimensiona el número de profesionales, recursos tecnológicos y procesos fue diseñado para soportar la estimación de demanda de servicios. Para concluir se elaboraron flujos de caja, estado de ganancias y pérdidas, valor actual neto y tasa de retorno en los escenarios esperado, pesimista y optimista con las respectivas conclusiones y recomendaciones.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Caballa Torres, Vladimir', 'Contreras Ulloa, Shirley Asunción', 'Flórez Mamani, Luis Enrique', 'Machado Vicente, Alex Santos', 'Núñez Mendoza, Juan Pablo']","['Arbaiza Fermini, Lydia Aurora']",Plan de negocios para la creación de una plataforma virtual basada en gamificación aplicada a capacidades y competencias para medir el nivel de empleabilidad,"El presente trabajo propone un plan de negocios para la creación de una plataforma virtual basada en gamificación con el fin de medir el nivel de empleabilidad, a través de las capacidades y competencias. Esta propuesta inicia con el estudio del mercado, obteniendo información sobre el precio, el producto y las características del cliente. Se prosiguió con un análisis estratégico, en donde se identificó las oportunidades, amenazas y competencia del negocio. Posterior a ello, en la estrategia comercial, se definió a la empresa y se identificó la estrategia de servicio. Luego se propuso el plan de marketing, en el cual se evaluó los diversos medios para llegar al cliente. Se planteó, la proyección del mercado objetivo abocada al análisis de los pronósticos de demanda del servicio. Luego, la ingeniería de proyectos, se identificó los recursos necesarios para los potenciales clientes, además se incluyó un plan de tecnología de información que describe los recursos tecnológicos para la implementación de la plataforma. También, se incluyó el análisis económico – financiero para analizar la viabilidad económica y el financiamiento del capital de trabajo. Por último, se planteó un análisis de riesgos, identificando las acciones para los riesgos con impacto alto en el proyecto.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Paz Aliaga, José', 'Aliaga Alvarez, Miguel Angel', 'De la Cruz Ninapaitán, Steve Jasson', 'Vigil Farfán, Jorge Jonathan']","['Morris Abarca, Eddy']",Desarrollo de un plan de negocios para la implementación de una empresa de comercialización de combustible al crédito a personas naturales,"El presente trabajo desarrolla un modelo y plan de negocio para la venta de combustible líquido a personas naturales al crédito. Para tal fin se desarrolla un marco teórico y conceptual a fin de analizar las tecnologías a usar así como el contexto en el cual se desarrollará dicho modelo de negocio. El grupo planteó una metodología para el desarrollo efectivo del modelo de negocio propuesto, el cual tiene como bases al marco conceptual, contextual y antecedentes para plasmar un modelo de negocio con una atractiva propuesta de valor para los usuarios la que se estableció en ofrecer siempre un valor diferenciado. Dicho modelo se soportará en el plan de negocio que comprende las áreas de Planeamiento Estratégico, Estudio de Mercado, Recursos Humanos, Marketing, Tecnologías de la Información y Financiero. El Estudio de Mercado nos demostró que la propuesta de negocio era atractiva para los usuarios lo que nos llevó a desarrollar un plan de Marketing, Recursos Humanos y TI en base a estos datos. El plan Financiero agrupo todas las inversiones y gastos necesarios para dicho modelo de negocio. Es así que llegamos a evidenciar que la propuesta era viable y rentable para todos sus inversionistas.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Cayetano Solano, Cesar Henry', 'Véliz Castro, Jorge Alonso', 'Vigil Martínez, Eduardo Alejandro']","['Arbaiza Fermini, Lydia Aurora']",Plan de negocios para la implementación de una empresa que brinde un portal web que permita la compra colectiva de bienes,"Se presenta la elaboración, diseño y evaluación del Plan de Negocios para la implementación de una empresa que brinde un portal web de compras colectivas de bienes. El análisis será realizado para Lima Metropolitana. La propuesta de negocio ofrece al consumidor una opción adicional para realizar sus compras. Utilizando el modelo de compras colectivas y las tecnologías de información brinda al consumidor una nueva experiencia de compra con precios competitivos, productos de calidad y seguridad. De esta forma se puede observar que existe un mercado potencial para desarrollar un portal web de compras colectivas en el país, el cual ofrezca productos tecnológicos de calidad a precios rebajados, juntando grupos de usuarios que buscan un mismo producto. Para tal fin se han establecido los siguientes objetivos: - Realizar el análisis del mercado - Detallar el entorno estratégico - Diseñar el modelo de negocio - Elaborar el plan de Marketing para el negocio - Elaborar el plan de Recursos Humanos para el negocio - Elaborar el plan de Operaciones para el negocio - Elaborar el plan Económico y Financiero del negocio.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Choque Ñahue, Jesús', 'Huamán Aldana, Gianinna del Rosario', 'Paucar Chappa, Martín Raúl', 'Sandoval Incil, Porfirio Rubén', 'Zegarra Yturrizaga, Alberto Francisco']","['Santana Ormeño, Martín']",Plan de negocio para la implementación de una solución tecnológica integradora de servicios para mascotas,"Las mascotas siempre han formado parte de la vida de las personas, pero en los últimos años han adquirido mayor relevancia dentro de las familias. Esto ha permitido que el mercado de servicios para mascotas tenga un rápido crecimiento, en donde los proveedores de servicios se esfuerzan por ampliar la variedad y alcance de su oferta; y los dueños de mascotas por satisfacer una oferta más variada y accesible de servicios de calidad para sus engreídos, que no sólo les permita cubrir sus necesidades básicas sino además mejorar su calidad de vida e incluso poder engreírlo con servicios especializados. En este contexto, el plan de negocio desarrollado plantea una solución que ayuda a conectar a proveedores de servicios (veterinarias y paseadores) con los dueños de mascotas en un entorno digital. Es así como la empresa “Entre Patas” propone poner a disposición de los proveedores de servicios un canal efectivo que les permita publicar su oferta de servicios, aumentar la exposición de su marca y cautivar un público objetivo más amplio; y a los dueños de mascotas, tener acceso a una oferta variada y centralizada de servicios de calidad, que puedan ser contratados de manera fácil, con mayor confianza y seguridad.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Corimanya Quispe, Gilmar Octavio', 'Morales Vidal, Joseph Bruno', 'Ñahue Velásquez, Abel Efraín', 'Taco Flores, Wilver Elias']","['Cuervo Guzmán, Sergio']","Plan de negocio para brindar una plataforma integradora en el proceso de recopilación de material reciclable en los distritos de Jesús María, Miraflores y San Borja","Uno de los problemas que enfrenta el Perú y el mundo es la contaminación ambiental, entre las causas se encuentra la contaminación producida por el arrojo de desperdicios generados en las actividades humanas. Como consecuencia en el largo plazo se afecta a todo el ecosistema, al contaminar mares, bosques e incluso las ciudades. Entre las iniciativas que se adoptaron para reducir la contaminación está el reciclaje, con lo que se busca el reaprovechamiento de los desechos para utilizarlos en la fabricación de nuevos productos. El Perú no es ajeno a este tipo de iniciativas, con el Ministerio del ambiente que ejecuta la política Ambiental, también se tiene un potencial de reciclaje que no se está aprovechando, debido a la falta de concientización de la población y a la falta de recursos, también sumando a la problemática de los recicladores que en su mayor parte son informales. La propuesta de negocio que se presenta busca facilitar el recojo de los residuos reciclables, integrando a los recicladores, vecinos y municipios de San Borja, Jesus Maria y Miraflores, por medio de una plataforma que utiliza tecnologías móviles, esto permite agilizar el proceso de comunicación entre vecinos, recicladores y municipios.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Gutierrez Salas, Jorge Joao', 'Navarro Alzamora, Julio Cesar', 'Quinteros Navarro, Dino Michael', 'Valdivia Málaga, Rodrigo Leonel']","['Cuervo Guzmán, Sergio']",Factores que determinan la adopción de la facturación electrónica vía SMS por las MYPES de Lima,"La Superintendencia Nacional de Administración Tributaria (SUNAT), es la encargada, entre otras funciones, de recaudar impuestos de diferente origen en nuestro país. En la actualidad esta se puede realizar de manera física y/o electrónica; siendo esta ultima la que brinda mejores capacidades sobre todo por temas de automatización; creándose un ecosistema, en el que empresas como proveedores de servicios electrónicos (PSE) brindan servicios de emisión electrónica. La SUNAT prevé a largo plazo que la facturación electrónica reemplace a la facturación física el 100% de los casos; sin embargo, la realidad de nuestro país hace notoria diversas dificultades para este cometido, principalmente por la conectividad a internet. Ante ello se plantea una solución que no requiera conexión a internet, simplemente red telefónica, como es una arquitectura basada en emisión por SMS, cubriéndose así un mayor territorio. Creemos que las empresas más grandes tendrían alguna dificultad para usar este sistema ya que emiten muchas facturas en periodos cortos y una solución de SMS al menos en una solución básica sería poco usable. Además de ello, estas tienen la capacidad de obtener servicios de una PSE por su fuerte financiero.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Fajardo Castro, Jimy Robert', 'Mercado García, Jenny Reneé', 'Morales Ayala, Zénil Salomé', 'Sánchez Díaz, Oscar Gulmaro', 'Santillán León, Carlos Manuel']","['Cuervo Guzmán, Sergio']",Plan de negocio para un sistema de intermediación de servicios de belleza en la ciudad de Lima basado en la geolocalización,"El crecimiento sostenido del sector belleza en el Perú y los hábitos de consumo de los peruanos en sus compras en línea han sido factores importantes para comenzar con esta idea de negocio. Esta idea de negocio busca brindar una plataforma de intermediación que permita unir la oferta y la demanda en el sector belleza, modelo de negocio similar a Uber, de tal forma que tanto el profesional o el salón de belleza puedan ofrecer y llevar ese servicio hacia la ubicación indicada por el usuario. Esta solución propone llegar a hombres y mujeres entre 18 y 59 años que viven o trabajan en la ciudad de Lima, en los distritos de Lima moderna, utilizan la tecnología en sus actividades cotidianas y cuidan su imagen personal. El estudio de mercado realizado demuestra que la idea de negocio es aceptada por el 81% de los encuestados. Asimismo, se realizó entrevista a un grupo determinado de expertos de distintas áreas quienes aportaron de gran forma a esta idea de negocio. Esta idea es rentable, esto se sustenta en el plan financiero desarrollado en la tesis, esta viabilidad es atractiva antes los ojos de los inversionistas quienes serán nuestros aliados estratégicos.",2018,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Aguilar Araujo, Carlos Eduardo', 'Lau Alayo, Eduardo Roberto', 'Olivera Kalinowski, Sandro', 'Polanco Ramos, Cristian Arthur']","['Yrigoyen Quintanilla, Guillermo Manuel']","Propuesta de implantación del Cyber Security Framework (CSF) del NIST, usando COBIT, en Honda del Perú","Bajo la premisa de analizar la ciberseguridad como un tema de alta relevancia para los procesos de transformación digital que están ocurriendo en los diferentes tipos de organizaciones, la presente tesis busca evaluar los resultados de aplicar la gestión de la ciberseguridad a una empresa peruana, para lo cual se ha elegido a Honda del Perú - HDP - como objeto de estudio, y al Cyber Security Framework (CSF) del National Institute of Standards and Technology (NIST), usando COBIT 5, como el marco de referencia a ser aplicado. Por lo tanto, en el presente trabajo se plantean los siguientes objetivos específicos: - Determinar los tres componentes principales de la problemática identificada al implantar un framework de ciberseguridad en una empresa peruana. - Sugerir estrategias de solución a los tres principales problemas identificados al implantar un framework de ciberseguridad en una empresa peruana. - Proponer un plan de acción para la gestión de la ciberseguridad en HDP.",2017,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Angobaldo Luna, Daniella', 'Chang Mariselli, Sergio', 'De los Santos Daza, Juan', 'Vela Ruiz, Jorge']","['Morris Abarca, Eddy']",Plan de negocio para la creación de una empresa que ofrezca servicios digitales para la gestión del vehículo,"La presente tesis tiene por objetivo general desarrollar un modelo y plan de negocio para la creación de una empresa que ofrece servicios digitales enfocados en la gestión eficiente del vehículo, a través de la aplicación móvil Voy Smart, habilitando la transformación de la experiencia tradicional en una experiencia Smart. Los objetivos específicos propuestos son: desarrollar el modelo y plan de negocio considerando las estrategias, acciones y medios a utilizar para concretar la oportunidad de negocio; realizar un estudio de mercado que permita conocer el público objetivo al cual la empresa dirigirá sus servicios, así como definir la demanda potencial, identificando las necesidades y valor distintivo para el consumidor; definir las capacidades humanas, tecnológicas y financieras que demandará el modelo de negocio e identificar los factores críticos de éxito para la viabilidad del negocio.",2017,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
"['Alvarez Rodríguez, Pascual Arturo', 'Arce Enriquez, Marco Antonio', 'Juárez Castillo, Martín Esteban']","['Santana Ormeño, Martín']",Plan de negocio para la implementación de una plataforma tecnológica para el monitoreo y control de pacientes con diabetes e hipertensión en Perú,"El presente plan de negocio demuestra que es factible aprovechar las oportunidades del entorno y las capacidades de la telemedicina móvil (mSalud) para obtener ventajas competitivas a partir de un modelo de negocio para el control del tratamiento de pacientes con diabetes e hipertensión de las entidades prestadoras de salud EPS. La propuesta de servicio que se ofrecerá consiste en una plataforma de mSalud, a través de un software en la nube, que ayude a que los pacientes crónicos, diabéticos e hipertensos, en la adherencia y control del tratamiento de su enfermedad de una forma efectiva, simple y lúdica. El mercado objetivo serán los programas de control de enfermedades crónicas de las EPS.",2017,Universidad ESAN,['Maestro en Dirección de Tecnologías de Información']
