Autores,Asesores,Título,Resumen,Año,Institución,Grado
"['Baldeón Sulca, Roger', 'Vela Lostaunau, Juan Carlos']",[],['Proceso de activación de Servicios Gerenciados de TI'],"El presente documento tiene por finalidad presentar cómo las organizaciones de tecnología actuales intentan incorporar dos visiones para realizar su negocio: la Visión del Negocio y la Visión de TI. Por un lado, se intenta especificar y mejorar procesos, mientras que por el otro se intenta desarrollar mejorar el software existente haciendo dependientes a las organizaciones de sus sistemas informáticos, pero sin una visión común del negocio.",2012-01-01,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Valer Oroncoy, Williams', 'Gonzaga Huertas, Cristina']",[],"['Sistema de gestión de planeamiento, línea de carrera y legajo de personal para una organización pública']","La siguiente investigación tuvo como objetivo el desarrollo un sistema de gestión de planeamiento, línea de carrera y legajo de personal para una organización pública basado en un enfoque sistémico, el cual permitiera obtener los requerimientos a nivel tecnológico para la creación de una futura plataforma a nivel administrativo. Las técnicas de datos utilizadas fueron la investigación documental, entrevista al usuario y la observación directa. El proyecto tiene por cinco capítulos, que son los siguientes: fundamentación teórica, propuesta de solución, modelado del negocio, requerimientos y arquitectura del software.",2015-08-11,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Masías Echeverría, Claudia Janet', 'Virrueta Manrique, Víctor Horacio']",[],['Sistema para planificar la producción a partir de variables estocásticas en una empresa del rubro de postres instantáneos'],"El proceso de planificación y control de la producción representa un factor importante en el éxito de las operaciones en empresas que generan tanto bienes como servicios. El desarrollo de metodologías y prácticas que sirvan de apoyo para la optimización de este proceso se ha dado desde varios años atrás. En la actualidad, con el desarrollo de la tecnología y la computación específicamente, estos modelos han conseguido desarrollarse y evolucionar en su aplicación, ofreciendo mejores resultados al ser implementados y aplicados con la ayuda de sistemas computarizados. La planificación basada en modelos estocásticos es uno de estos métodos que han comenzado a tomar mayor fuerza ya que ofrecen nuevas perspectivas para el análisis de escenarios de planificación donde se contemplan no solamente variables del entorno interno del proceso, sino que agregan variables externas al proceso, las cuales generan un impacto en el resultado final del análisis que se refleja en un plan de ventas y plan de producción. El objetivo principal de esta tesis es desarrollar una solución que sirva de herramienta para realizar una mejor planificación de ventas y producción, utilizando modelos basados en métodos de planificación convencionales y la inclusión de modelos estocásticos que permitirán obtener una mayor precisión en la generación de planes, obteniendo como beneficio principal una optimización en el consumo y disposición de recursos, lo cual permitirá tener una mayor precisión en la producción y generar ahorros en inventarios, maquinaria y mano de obra como consecuencia de la optimización conseguida. A lo largo de este documento se desarrollarán los temas relacionados con la fundamentación teórica relacionada a la gestión de la producción y la aplicación de modelos estocásticos, el análisis del negocio, identificación de requerimientos, el análisis y el diseño de la solución a implementar.",2015-08-10,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Huamán Chávez, Omar Jasid', 'Arce, Jorge']",[],['Sistema automatizado de administración de puestos y registro de personal para un gobierno municipal'],"Los procesos de Administración de Puestos y Registro de Personal son considerados como la base para una administración de recursos humanos eficiente. Debido al marco legal que involucra la administración pública en la que se encuentran regulados estos procesos, actualmente no existen sistemas automatizados en el mercado que se adecuen a sus necesidades. Es por ello que se propone una herramienta de software que los ayude a la gestión de la administración de puestos y registro de personal a nivel directivo como operativo que brinde información interna y externa al municipio de manera oportuna y eficiente.",2015-08-10,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Alencar Rios, Erick Kenny', 'Cuba Cisneros, Ivor Mirko']","['Torres Parodi, Juan Carlos', 'Shimokawa Miyashiro, Lennon', 'Yana Motta, Dafny Margoth']",['Optimización del proceso de gestión de venta de servicios para una empresa metalmecánica'],"El presente proyecto busca mejorar la gestión de venta de servicios de una empresa dedicada principalmente a la construcción de estructuras metalmecánicas para estaciones de servicio. En la actualidad existe demora en la elaboración y entrega de las propuestas, lo cual origina malestar al cliente, ya que tiene que esperar más tiempo de lo debido. Existe bajo control en la validación y seguimiento del desarrollo de las propuestas de la empresa, ya que abre la posibilidad de errores. Adicionalmente, se tiene el problema de la dependencia de personas claves del negocio, porque el conocimiento reside en ellos y no en una base de información propia de la empresa. El objetivo de este trabajo es mejorar el proceso del campo de acción buscando un mecanismo, método o tecnología que optimice la gestión comercial de los servicios. El presente documento contempla la descripción de la organización para poder entender el objeto de estudio y el proceso que forma el campo de acción. Luego de conocer la situación problemática de la empresa se brinda las propuestas de solución en base al análisis desarrollado para el proceso de gestión de venta de servicios. Para ello, se utiliza las metodologías ágiles para visualizar el flujo del proceso, identificar los cuellos de botella y priorizar las solicitudes de servicio. Asimismo, se utiliza BPM para modelar el proceso actual y rediseñar el mismo. También, se utiliza el modelo de buenas prácticas CMMI para asegurar la calidad necesaria en el proceso de mejora continua. Finalmente, se logró optimizar el flujo del proceso, con el fin de reducir la complejidad del mismo y mejorar el tiempo de atención de solicitudes de servicio.",2015-08-17,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Barboza Montesinos, Sandra']",[],['Sistema de monitoreo remoto de la condición del aceite y gestión de mantenimiento vehicular'],"Un proveedor dedicado al servicio de mantenimiento vehicular necesita un sistema que no solo automatice las actividades de sus procesos de negocio, como lo podría requerir cualquier otro tipo de empresa, sino que también necesitan una solución de monitoreo remoto que les permita visualizar el comportamiento de los componentes de los vehículos, a través del tiempo, y que se envíen alertas en caso de existir condiciones fuera del rango definido como ideal. Asimismo, es importante recalcar que la arquitectura del monitoreo remoto debe estar compuesta principalmente por el uso de sensores, colocados, por ejemplo, en el aceite del motor, para medir el comportamiento en cuanto a temperatura, emulsión, contaminantes, y otros parámetros relevantes, que ayuden a la tarea de toma de decisiones. El presente proyecto de tesis describe la investigación, el análisis y la implementación de la solución realizada a una empresa dedicada al servicio de mantenimiento vehicular, que tiene la necesidad de mejorar sus procesos de negocio y aplicar tecnología adecuada que les permita incrementar su competitividad en el mercado. Dentro del marco de investigación, se analizó la importancia del monitoreo del aceite del motor de los vehículos, la función del sensor de aceite, acerca de los dispositivos encargados de la captura y envío de información a través de internet, y de las alternativas que ofrece una aplicación web para el procesamiento y estadística de la información capturada del sensor, como herramienta para el apoyo en la toma de decisiones. Adicionalmente, en los capítulos posteriores, se analizan los problemas y necesidades de la empresa en estudio, para poder proponer una solución a la medida que satisfaga los principales objetivos de la empresa y que tenga relación con los puntos investigados previamente.",2015-08-06,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Gálvez Muente, Ricardo Jesús', 'Mezarina Castro, Walter Leopoldo']","['Yana Motta, Dafny Margoth']",['Mejora del proceso de atención de solicitud de financiamiento de proyectos de inversión pública en el Programa Nacional de Saneamiento Urbano'],"El presente proyecto profesional tiene como finalidad, a través de la mejora del proceso de atención de solicitudes de financiamiento de los Proyectos de Inversión Pública, mejorar la imagen de una Entidad Pública como lo es el Programa Nacional de Saneamiento Urbano (PNSU). Se desarrolla una herramienta que permita, principalmente, dar atención oportuna a la gran cantidad de solicitudes de financiamiento y de información vinculadas a proyectos de saneamiento que ingresan al PNSU. El presente documento está divido en tres capítulos principales. En primera instancia se muestra el proceso objeto de estudio bajo el enfoque de BPM. Se modela el proceso como se realiza actualmente (“as is”) y, posteriormente, se modela el proceso mejorado (“to be”) a través de notación BPMN. El segundo capítulo brinda una visión para las buenas prácticas en los procesos de desarrollo de software basado en el modelo CMMI. El último capítulo brinda normas para la gestión de la calidad en el proceso de desarrollo de software.",2016-01-11,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Sierralta Sierralta, Pablo César']","['León Prado, Sara', 'Ramos García, Yamil', 'Yong Cerna, Rubén']",['Sistema de gestión de combustible para aeronaves de la Dirección de Aviación Policial de la Policía Nacional del Perú'],"El presente trabajo consiste en el desarrollo de un software para la Dirección de Aviación Policial de Policía Nacional del Perú que permita administrar la información proveniente de la recepción de combustible en sus puntos de abastecimiento y el despacho de combustible a sus aeronaves para las misiones de vuelo. Se desarrolla el modelado del negocio y, para ello, se especifican los procesos de negocio, actores, entidades del negocio que se han identificado y los diagramas, en los cuales se encuentran relacionados. Asimismo, se identifican los requerimientos funcionales y no funcionales del sistema, y se ha elaborado el modelo, clasificación y priorización de casos de uso. Finalmente, se desarrolla la arquitectura del sistema y, para ello, se especifican las metas y restricciones de la arquitectura, se analizan los casos del uso centrales, se definen los mecanismos, y se realizan los diagramas de secuencia y diferentes vistas como implementación, despliegue y datos.",2016-01-11,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Jacinto Gutarra, Jorge Lorenzo']","['Yana Motta, Dafny Margoth']",['Sistema de información para la gestión de procesos de la producción apícola'],"El presente documento contiene el desarrollo de un sistema para la gestión de producción apícola de una empresa de producción de miel para el mercado local y con miras a exportar al mercado internacional, el cual permitirá automatizar los trabajos del área, pero sobre todo optimizar la gestión de los procesos involucrados. Se describe el modelado del negocio, que comprende el modelo de casos de uso del negocio y el se define el modelo conceptual. Asimismo, se presenta la vista de despliegue y de implementación, lo cual brindará un panorama de la arquitectura del sistema y el modelo de datos que permitirá conocer la estructura de los datos del sistema.",2016-01-11,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Merino Vega, Miguel Ángel', 'Kanashiro Uehara, Juan Rubén']","['Perona Galluccio, Sandra Guisella', 'Saira Alvarez, Héctor Andrés']",['Sistema de gestión de taxi para la atención de solicitudes de servicios empresariales'],"Este proyecto tiene como objetivo presentar los lineamientos para la implementación de una solución que, utilizando plataformas web y móviles como medio de comunicación, realiza la gestión de reservas de los servicios de taxi desde una aplicación administrada por el cliente.",2015-12-30,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Oshiro Penilla, Martín', 'Zamora Salazar, Nelly']","['Yana Motta, Dafny Margoth', 'Mendívil, Eduardo', 'Parodi, Juan Carlos']",['Mejora de la gestión del proceso de desarrollo de software en una entidad bancaria'],"El presente proyecto profesional trata sobre la aplicación de las mejores prácticas de la gestión por procesos de negocio (Business Process Management – BPM) aplicadas sobre la gestión del proceso de desarrollo de software en una entidad bancaria. Inicialmente, al proceso de desarrollo de software, se le dio un enfoque de una operación de administración por procesos. De este modo, se aplicó BPM como una metodología corporativa cuyo objetivo es mejorar el desempeño (eficiencia y eficacia) de la entidad bancaria; a través de la gestión de los procesos de negocio, ya que se estudió el proceso desde el diseño, modelamiento, organización, documentación y optimización de forma continua.Posteriormente, se aplicaron los conceptos y las buenas prácticas de CMMI, generando así evidencia de las pequeñas falencias con las que cuenta el proceso actual. Con ello, se obtienen una serie de recomendaciones aplicables dicho proceso y se consigue una mejora actual en el mismo. Finalmente, se incluyen los conceptos de calidad, se analizan las normas que pueden ser aplicables al proyecto para lograr una gestión del proceso de desarrollo bajo un sistema de calidad.",2015-12-28,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Sandoval Llanos, Enrique Ricardo', 'Taza Pimentel, Zully del Rocío']","['López, Samantha', 'Mendívil, Eduardo', 'Parodi, Juan Carlos']",['Propuesta de mejora para la gestión de servicios en TI para el proceso de colocaciones en el Banco Ripley'],"El presente proyecto tiene como finalidad mejorar el proceso de colocaciones de los productos financieros que ofrece el banco Ripley a sus clientes, el cual es uno de sus principales procesos de negocio. La mejora de este proceso se realizará con la implementación de los conocimientos adquiridos de arquitectura empresarial, gestión de servicios de tecnologías de la información (TI) y Ciclo de vida de Software. Una metodología de arquitectura empresarial en la gestión de las tecnologías de la información se aplica al proceso de colocaciones, con la finalidad de entender sus prioridades, invertir eficientemente los recursos disponibles y proveer información consistente y oportuna. De esta manera, se genera valor al lograr una ventaja competitiva importante. Al gestionar los servicios de TI y aplicar las buenas prácticas establecidas en ITIL, se definen los aspectos estratégicos de los servicios de TI y aspectos relacionados con el diseño, transición, operación y mejora continua. Finalmente, se aplican marcos de referencia de un ciclo de vida de desarrollo de software con la finalidad de identificar aspectos estratégicos, problemas u oportunidades de mejora y estandarizar los procesos en el desarrollo de software, con un lenguaje claro en todas sus fases, independientemente del lenguaje de programación utilizado.",2015-12-28,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Luzuriaga Chau, Francisco Alberto']","['Mendívil, Eduardo', 'Parodi, Juan Carlos', 'López, Samantha']",['Propuesta de mejora para la gestión de trámites consulares del Ministerio de Relaciones Exteriores'],"El presente documento describe la problemática que existe en el proceso de servicio ciudadano del Ministerio de Relaciones Exteriores, el cual pretende satisfacer las necesidades de los compatriotas en el exterior. Se analiza cómo este proceso aporta a los objetivos estratégicos de la organización y se plantea la propuesta de solución, a partir de la revisión y propuesta de mejora de los procesos según las necesidades del cliente, plasmado en un proyecto de tesis. Se describe la fundamentación teórica basada en la arquitectura empresarial TOGAF, metodología sobre el cual está sustentado el presente trabajo. El campo de acción se basa en dos procesos importantes, Certificación de Actas de Registro de Estado Civil y Certificación de Firmas, los cuales forman parte del proceso macro Servicio Ciudadano. Asimismo, se analizan los temas relacionados con la gestión de servicios de tecnologías de la información (TI), apoyados en los fundamentos de ITIL, mediante el cual podremos identificar qué servicios de TI colaboran directamente con los objetivos estratégicos y como estos servicios se relacionan con los procesos identificados por la arquitectura empresarial. Finalmente, en el ciclo de vida de desarrollo de software, se revisan los procesos de las normas NTP ISO/IEC 12207 y la ISO/IEC 15288, analizando cuáles y cómo cada uno de los procesos descritos pueden aportar a los objetivos que busca el Ministerio de Relaciones Exteriores. Por último, se ven los aspectos de las metodologías predictivas y ágiles, las diferencias entre ellas y cuáles son los aspectos a considerar al momento de elegir alguna de ellas.",2015-12-27,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Perales Tenorio, Luis Germán', 'López Arismendiz, Israel Stefano']","['López, Samantha', 'Parodi, Juan Carlos', 'Mendívil, Eduardo']",['Propuesta de mejora de los servicios de TI para una organización educativa'],"El presente proyecto tiene como objetivo proponer la mejora de la gestión de servicios en tecnologías de la información (TI) de una organización educativa, con la finalidad de convertir a TI en un área eficiente, alineada con los objetivos de la organización y que responda de manera adecuada a sus necesidades cambiantes. Dentro de la propuesta se hace un análisis del objeto de estudio teniendo en cuenta para ello los conocimientos y herramientas que nos ofrece la arquitectura empresarial. Además, se hace un estudio de los servicios que ofrece el área de TI de la organización y cómo deben ser alineados utilizando la marco de trabajo ITIL.",2015-12-26,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Molina Osorio, Rosa', 'Salazar Fuertes, Ricardo Fidel']",[],['Mejoras en el proceso de gestión del Sistema Home Banking'],"El presente proyecto tiene como objetivo la aplicaci?n del marco de trabajo Scrum, el modelamiento de procesos de negocio (BPM - Business Process Management) y la aplicaci?n de buenas pr?cticas en la gesti?n de proyectos de desarrollo (CMMI - Capability Maturity Model Integration) en un ambiente real. El objeto de estudio seleccionado es el Banco Ripley el cual tiene como objetivo principal el financiamiento de personas naturales a trav?s de la Tarjeta Ripley. Para la aplicaci?n del marco de trabajo Scrum y CMMI se ha seleccionado el proyecto Home Banking y para la aplicaci?n de BPM el proceso de negocio definido es Administrar Canales Electr?nicos. El presente documento desarrolla los siguientes cap?tulos: Cap?tulo 1. Se indican los fundamentos de la parte te?rica de la investigaci?n, haciendo ?nfasis en el conocimiento de la organizaci?n de estudio. Cap?tulo 2. Se describe la aplicaci?n del marco de trabajo Scrum en el proyecto de desarrollo Home Banking. Cap?tulo 3. Se describe la propuesta de soluci?n para la problem?tica identificada en el proceso de negocio Administrar Canales Electr?nicos aplicando como herramienta BizAgi para el modelamiento y la notaci?n BPMN (Business Process Modeling Notation). Cap?tulo 4. Se describe la propuesta de soluci?n para el cumplimiento de las buenas pr?cticas de CMMI en la problem?tica identificada en el proceso de desarrollo de software. Por ?ltimo, se espera que el presente proyecto, aporte una mejora tangible e intangible en el negocio objeto de estudio.",2015-08-20,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['López Altamirano, Sheila Guillermina', 'Encarnaci?n Z??iga, Ra?l Humberto']",[],['Propuesta para optimizar el proceso de venta de cupones en una empresa comercial'],"El objeto de estudio del presente proyecto es la empresa Ofertop cuyo negocio es la promoci?n de publicidad de productos y servicios de sus socios a trav?s de la venta de cupones con ofertas muy atractivas para los consumidores finales. El proceso seleccionado es la facturaci?n para los socios de Ofertop, actualmente este proceso es muy tedioso y no muy transparente. Esta facturaci?n se va a realizar en SAP para que todo ingreso por venta de publicidad o promoci?n est? contablemente registrado. Para que la solicitud de generaci?n de comprobante migre de Ofertop a SAP, se tiene la necesidad de crear servicios web de comunicaci?n e integraci?n entre los sistemas propios de Ofertop con SAP. La metodolog?a a utilizar ser?n los m?todos ?giles tomados de Scrum y Kanban, la propuesta es trabajar con iteraciones diarias para controlar los avances y cambios solicitados por el usuario; as? tambi?n trabajaremos con un tablero que va a controlar el flujo del avance de nuestro proyecto.",2015-08-10,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
"['Bellido Camara, Sandra Martina', 'Morales Flores, Gustavo Elías']","['López, Samantha', 'Mendívil, Eduardo', 'Parodi, Juan Carlos']",['Propuesta de mejora de los procesos de TI en una empresa de servicios profesionales'],"El presente documento sustenta, a lo largo de sus capítulos, la propuesta de mejora de dos procesos de tecnologías de la información (TI) para una entidad de servicios mediante buenas prácticas estandarizadas en gestión de servicios de TI y el alineamiento con la estrategia del negocio a través de una arquitectura empresarial. Los procesos involucrados en el presente proyecto son los de mesa de ayuda y de desarrollo de aplicaciones. El fin es prepararlos para acompañar de manera más eficiente las iniciativas estratégicas de la organización. A través de los siguientes capítulos, se propone la mejora de estos complementando su implementación actual con buenas prácticas asociadas a la propia gestión de los servicios de TI y al ciclo de vida del software, según marcos de referencia estandarizados como ITIL y lanorma técnica peruana NTP IEC 12207. En el primer capítulo se modela la arquitectura empresarial se utiliza el marco de trabajo de TOGAF. Se define la arquitectura de línea base (AS-IS) así como la arquitectura objetivo (TO-BE) como fin deseable. Asimismo, se analizan las brechas entre ambos escenarios. En el capítulo 2 se expone la gestión de los servicios de TI que busca resolver, en base a ITIL, las situaciones problemáticas halladas en los procesos de mesa de ayuda y de desarrollo de aplicaciones así como las necesidades de información que las generan. En el capítulo 3 se propone el ciclo de vida para el servicio de desarrollo de aplicaciones con el objetivo integrar dicho proceso bajo los estándares de ITIL y el marco de trabajo de la NTP-ISO/IEC 12207.",2015-11-20,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Díaz Romero, Juan', 'Guzmán Guerrero, Wilmer']","['López, Samantha', 'Mendívil, Eduardo', 'Parodi, Juan Carlos']",['Propuesta de mejora para la gestión de servicios en TI para una organización bancaria'],"Actualmente, las empresas buscan desarrollar productos o servicios de alta calidad y en el menor tiempo posible con el fin de satisfacer las necesidades sus clientes y dar una buena imagen en el mercado. En el capítulo 1 se desarrollo a arquitectura empresarial, se analiza y propone la implementación de un sistema de monitoreo para ATM, que permita generar valor a la empresa a través de la gestión de las diversas incidencias que ocurren a nivel de hardware y software, así como gestionar el proceso de abastecimiento de cada equipo. En el capítulo 2 se analiza la gestión de servicios en tecnologías de la información (TI), y se identifica y propone los servicios de TI para que aseguren el cumplimiento de los requerimientos del negocio, del cliente y del usuario. Asimismo, se describe las características y niveles de atención de los servicios TI identificados inicialmente. Finalmente, en el capítulo 3 se examina el ciclo de vida y desarrollo de software y se identifica los procesos que el objeto de estudio puede aplicar con respecto a la norma técnica peruana NTP ISO/IEC 12207, que aborda la descripción de los procesos identificados en ITIL. Además, se analiza algunos procesos de la norma ISO/IEC 15288 para su aplicación a servicios. Finalmente, se presentan las conclusiones a las que se llegaron con el presente proyecto, las cuales responden al objetivo general y específicos.",2015-11-20,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Panana Chumpitaz, John', 'Nevado Zegarra, Julio']","['López, Samantha', 'Mendívil, Eduardo', 'Parodi, Juan Carlos']",['Propuesta de mejora para la gestión de servicios de TI en una organización de medios de comunicación'],"Se realiza el análisis y evaluación de las metodologías para la gestión de servicios de tecnologías de la información (TI) enfocados al sector de radiocomunicaciones, mediante la captura de conocimientos del negocio en un alto nivel para poder definir estrategias que permitan alcanzar los objetivos de la empresa. La problemática común dentro de las áreas de tecnología de muchas organizaciones es encontrar la “guía” que permita al área de TI el alineamiento entre el negocio y tecnología. El objetivo de este proyecto es orientar esta búsqueda, además de una buena gestión de servicios de TI y metodologías de desarrollo de software, de modo que se logre llegar a convertir al área de sistemas en un socio estratégico y romper el paradigma de área de soporte.",2015-11-18,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Sánchez Pereyra, Mauricio Santiago', 'Flores Hilario, Eduard Estanislao']","['López, Samantha', 'Mendívil, Eduardo', 'Parodi, Juan Carlos']",['Propuesta de una mejora para gestión de servicios en TI para una organización del sector de telecomunicaciones'],"El objetivo del presente proyecto es proponer una mejora para la gestión de servicios del área de tecnologías de la información (TI) de una empresa del sector de las telecomunicaciones. En el primer capítulo se aborda todo lo relacionado con la arquitectura empresarial y se presenta la fundamentación teórica sobre la cual se basa el presente proyecto, así como la definición del alcance, las metas, limitaciones, riesgos, el análisis de la línea base (AS IS), la arquitectura propuesta (TO BE) y finalmente un análisis de brechas. En el segundo capítulo se presenta la gestión de servicio en TI, su fundamentación teórica y el diagnostico. Se utiliza ITIL para gestionar los servicios TI sobre el concepto de ciclo de vida de los servicios. El ciclo de vida de un servicio consta de cinco fases: estrategia del servicio, diseño del servicio, transición del servicio, operación del servicio y mejora continua del servicio; los cuales se encuentran correctamente alineados con los procesos de negocio. En el tercer capítulo se presentan los ciclos de vida y el desarrollo de software, Se revisan las metodologías en la organización objetivo, las propuestas predictivas y ágiles, su aporte a la organización, se analizan y seleccionan normas, se revisa la integración con ITIL, se analizan los beneficios de la inclusión del ciclo de vida y la norma técnica peruana e ITIL. Finalmente, se presentan las conclusiones, recomendaciones y puntos de ayuda para el lector como son el glosario de términos, el siglario, la bibliografía y los anexos.",2015-11-18,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Acostupa Ellisca, Nadia Nathaly', 'Villanueva Rodriguez, Rosa Nelida']","['López, Samantha', 'Mendívil, Eduardo', 'Parodi, Juan Carlos']",['Propuesta de mejora para gestión de servicios en TI para una consultoria de sistemas'],"El presente trabajo tiene como objetivo proponer una metodología para la gestión de servicio de tecnologías de la información (TI) de la consultora de sistemas SIGCOMT, que tiene 15 años operando en el mercado. En la actualidad, la empresa tiene algunos problemas, de tipo organizacional y de procesos que generan pérdidas en sus ganancias. Por este motivo, se hace necesario implementar una forma de trabajo ordenada y basada en los estándares, marcos de trabajo y metodología de la industria. El objetivo general del proyecto es presentar una propuesta de mejora a los servicios TI, esta va a ser sustentada luego de ser analizada bajo tres marcos de trabajo, que son descritos en el presente trabajo TOGAF, ITIL y NTP/ISO-IEC 12577. El análisis realizado y sus resultados son desarrollados en tres capítulos. En el capítulo 1 se presenta la arquitectura empresarial, donde se usa la metodología ADM de TOGAF para evaluar el negocio y su alineamiento con el área de tecnología. En el capítulo 2 se analiza la gestión de servicios en TI, cuyas propuesta de mejoras en los actuales servicios y las propuestas de nuevos servicios son sustentadas por el marco de trabajo ITIL. En el capítulo 3 se desarrollan los ciclos de vida y el desarrollo de software, en tanto que se definen procesos para el ciclo de vida del software o sistema de los procesos alineados a los servicios descritos en el capítulo 2. Se espera como resultado mostrar una propuesta de mejora para la organización y que la misma se encuentre debidamente justificada y que ayude a los clientes a identificar el valor que tiene TI en sus organizaciones.",2015-11-17,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Sánchez Pinto, Nicolás Emmanuel Rivo', 'Grajeda Ríos, Gricelda Rocío']","['López, Samantha', 'Mendívil, Eduardo', 'Parodi, Juan Carlos']",['Propuesta de una mejora en la gestión de servicios en TI para un operador de turismo egresivo y receptivo'],"El proyecto elaborado es un caso de estudio de la empresa Cóndor Travel, operador de turismo fundado en 1977. Dedica sus actividades al sector de turismo, el cual está conformado por dos divisiones: Turismo Egresivo y Turismo Receptivo, que en los últimos años, debido al crecimiento continuo del turismo dentro y fuera del país, han crecido de manera exponencial. Por consiguiente, sus respectivos procesos han sufrido una serie de cambios y esto trae problemas como la falta de integración para cubrir las necesidades actuales de la organización, insuficiente información, problemas de comunicación, etc., es decir, factores que impiden la integración de la organización como un todo. El objetivo de este proyecto es elaborar una propuesta de mejora en la gestión de servicios en TI que permita a la empresa Condor Travel alinear las decisiones tecnológicas de información con los objetivos estratégicos, con la finalidad de sustentar la inversión en proyectos de tecnologías de información que generen verdadero valor al negocio. Para ello se empleará la metodología de arquitectura empresarial con el marco de referencia denominado TOGAF, que paso a paso permitirá desarrollar dicha arquitectura según las necesidades de la organización objetivo. Además, se aplicarán algunas de las buenas prácticas que recomienda ITIL en la implementación y mejora de los servicios de TI, los cuales deben estar alineados con los objetivos estratégicos de la organización. Finalmente, se propondrá un ciclo de vida del software de acuerdo con las necesidades de la organización, considerando los procesos predictivos y ágiles más adecuados y tomando como base la norma NTP ISO/IEC 12207 y complementado con los procesos que cubre el ciclo de vida del sistema de la norma NTP ISO/IEC 15288.",2015-11-17,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Vallejos Medina, Enrique Donald', 'Pérez Siguas, José Antonio']","['López, Samantha', 'Mendívil, Eduardo', 'Parodi, Juan Carlos']",['Propuesta de mejora para la gestión de servicios en TI de una organización bancaria'],"El presente trabajo propone una mejora para la gestión de servicios de tecnologías de la información (TI) de Scotiabank Perú S.A.A., mediante los análisis de la arquitectura empresarial, del portafolio de servicios y del ciclo de vida del software actuales de la organización. La primera parte de este documento está estructurada en describir a la organización objetivo. Luego, se determinará el proceso sobre el cual se analizarán, en base al marco de trabajo TOGAF, la problemática y arquitectura empresarial actuales a fin de elaborar una propuesta de arquitectura objetivo. La segunda parte analiza, en base a los procesos del marco de trabajo ITIL, los servicios del departamento de TI a fin de proponer un portafolio de servicios que genere valor a la empresa, culminando con el estudio del servicio de desarrollo de software y un servicio nuevo denominado Generación de Informes aplicando ITIL. La tercera parte se enfoca en identificar los procesos del ciclo de vida del software según la norma ISO/IEC 12207 que se podrían incluir en el ciclo de vida del software empleado en la organización objetivo, analizar los procesos actuales a fin de proponer la implementación de una metodología ágil o predictiva, y asociar los dos procesos del capítulo anterior con los de la norma indicada.",2015-11-17,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de sistemas']
"['Llanco Albornoz, Angel Emilio', 'Soto Reaño, Edward Mauricio']","['López, Samantha', 'Mendívil, Eduardo', 'Parodi, Juan Carlos']",['Propuesta de mejora para la gestión de servicios de TI para Prima AFP'],"En el presente proyecto se ha realizado el estudio de la empresa denominada Prima AFP dedicada al negocio de la administración de fondos de pensiones. El estudio se ha realizado desde los puntos de vista de arquitectura empresarial, gestión de servicios y ciclos del desarrollo de software. En primer lugar, se efectuó la revisión general de la organización: su estructura, misión visión, organigrama y los objetivos estratégicos, los cuales junto al análisis del mapa de macroprocesos nos ha permitido determinar que el proceso posventa será el foco para aplicar los conceptos y técnicas que brinda arquitectura empresarial. En la sección de gestión de servicios de tecnologías de la información (TI) se realiza un análisis de las principales funciones que el área de TI ofrece a la organización objeto de estudio. El producto de esta revisión es la generación de un catálogo de servicios que ofrecería el área de TI y la selección de dos nuevos servicios que serán detallados y especificados desde la perspectiva sugerida por ITIL . En la parte final del proyecto se integra los procesos del ciclo de vida del software al área de TI y a los 2 nuevos servicios generados. De igual manera se integran los procesos del ciclo de vida de los sistemas generando una propuesta de visión integral del ciclo de vida del software para el objeto de estudio. .",2015-11-16,Universidad Peruana de Ciencias Aplicadas (UPC),['Ingeniero de Sistemas']
